ID,OUTCOME
290015,1
457154,1
373394,1
112775,0
423681,1
380227,0
276089,1
4387,0
92966,1
670207,1
400106,1
613232,0
431283,0
387859,1
535404,0
598506,0
313652,1
714639,0
98242,1
615756,1
552240,1
304591,1
715105,0
299412,1
26196,0
8775,0
120724,1
19533,1
492704,1
743940,1
982546,0
351859,0
322031,0
388,0
787818,1
109534,1
233711,1
63984,0
283889,0
585471,0
748404,0
497604,1
347445,0
228631,1
358989,0
492228,1
674901,0
217486,0
357346,1
54675,1
682970,0
321683,0
249473,1
347248,0
130763,0
290085,0
533247,0
205337,1
662628,1
36570,0
391815,1
461699,0
137377,0
563497,1
862346,0
504943,1
943756,0
245472,0
742597,1
468580,1
798990,1
71000,0
44794,1
198664,0
448310,1
434220,0
683437,0
293523,0
322620,1
845825,1
673470,0
342610,1
450323,1
193035,0
307324,0
114711,0
121674,0
104463,1
941272,0
232964,1
214763,0
561134,0
926065,0
120075,1
160506,1
363705,0
608448,1
873980,1
954718,0
802444,1
571761,0
798936,0
479098,1
264003,0
545176,1
966045,1
118330,0
727406,0
144089,0
413604,1
9754,0
253348,0
282077,1
393352,0
581753,1
408650,1
368300,1
237938,0
501762,0
1832,0
622819,1
645534,1
299510,1
73674,0
740784,0
553118,1
309679,0
987322,1
110316,0
198012,0
868615,0
607302,1
362643,1
728732,0
387191,0
484188,0
533200,0
260549,1
343152,0
587723,1
56361,1
429631,1
6593,1
62092,1
42668,0
518643,0
948800,1
271138,0
80983,1
155235,0
619674,1
27091,1
734586,0
568716,0
734154,0
932598,0
958419,0
96897,0
248278,1
782502,0
143843,0
855435,1
243315,0
364528,0
585238,0
509370,1
236603,0
273540,1
40223,0
146573,1
239567,1
913651,1
67253,1
111332,0
78820,0
61570,0
537030,0
243164,1
370415,1
226564,1
199885,1
673855,0
389588,0
721169,1
226176,1
416351,0
232301,0
838645,1
179720,1
337416,1
634048,1
812483,1
632714,1
911190,0
229141,0
334355,1
397519,0
844733,1
139017,0
82377,0
384335,0
141725,1
292857,0
389027,0
10754,0
340604,1
282102,1
112584,1
156177,0
76056,1
299809,0
522991,0
150132,0
48056,0
228016,0
195053,1
731662,1
85753,0
264162,1
501509,0
538504,0
116172,0
40400,0
12733,1
50729,0
301682,0
652765,1
301290,0
127955,1
572261,1
821163,0
4507,1
991029,0
74529,0
606924,1
556055,1
1262,1
460942,1
279710,0
376748,0
65429,0
169334,1
230515,0
165755,0
997690,0
706448,1
72893,1
111630,0
80627,1
869171,1
187307,0
102207,0
800898,0
702864,0
752552,0
489378,0
667482,0
172419,0
64370,0
322149,0
86925,1
351801,1
171675,1
323334,0
102792,1
802999,1
72482,1
925791,0
431011,0
710335,0
891376,1
220105,0
2168,1
100108,1
400122,1
956317,1
388083,0
175866,0
139751,0
111800,0
295814,0
555342,0
41693,0
67989,0
718119,1
590488,0
911753,1
634112,1
686574,0
921797,1
663778,0
220801,0
217954,0
838182,0
658529,1
1865,0
307485,0
244380,1
248941,1
514471,1
350150,0
654319,0
141306,0
700658,0
927663,1
345975,1
646066,1
346503,1
920728,1
465903,1
517000,0
550078,0
30628,1
544565,0
350323,0
118848,1
637259,1
219162,0
24079,1
765290,0
348806,0
108771,1
678222,0
735856,0
874515,0
121291,1
648572,0
379378,0
560025,1
128108,0
88823,1
735570,0
120593,0
587703,1
305146,0
539629,0
549724,1
179086,0
44378,0
447962,0
502124,0
693531,1
4046,0
248559,0
742094,0
396984,1
24812,1
209001,0
998768,0
774180,1
161359,1
417171,0
187169,1
591116,1
448569,0
511520,1
833001,1
160636,0
612624,0
839722,0
771031,1
984795,1
422216,1
843578,0
987019,0
629329,0
112794,0
69095,1
620030,1
341005,1
743032,1
953385,0
198745,1
345100,0
29887,0
466763,0
66747,1
712227,1
192268,0
444609,0
136494,0
223505,0
206021,0
176899,1
737589,0
473,0
410545,1
451278,0
440540,0
331144,0
885154,0
40608,0
578536,1
885903,1
872152,0
433977,1
428818,1
490898,1
393747,0
120694,1
930507,0
625613,1
36768,0
845881,0
467242,1
224853,0
126421,0
605487,0
140070,1
415450,0
9480,1
392594,1
167929,1
626203,0
473057,0
257086,1
1282,0
646149,1
117736,1
133281,0
219453,0
357734,1
136891,0
637092,0
987784,0
662953,0
205881,1
190951,1
892331,1
16434,1
236476,0
997452,0
90318,0
565673,0
545019,1
394803,0
590120,1
52081,0
143590,0
678428,0
653078,1
340245,0
622078,0
151110,0
63410,0
570052,0
5228,1
149679,0
433828,0
203871,0
174,0
220684,0
350899,1
8524,0
369783,0
9111,1
569675,1
503017,1
176906,1
295460,0
107247,0
259654,0
463886,1
773490,0
147125,0
651183,0
77248,0
193293,0
604318,0
759389,0
486202,1
127995,0
493233,1
386615,0
696137,0
543506,1
697600,0
895245,1
738306,0
185923,1
268863,0
219201,0
320033,1
986415,1
134458,0
224285,1
197484,0
371632,0
434513,0
107165,1
478872,0
608352,0
368574,1
355960,0
333805,0
726010,1
164509,0
60872,1
685965,1
607636,0
537227,0
680798,0
530422,0
128418,0
4297,0
550103,0
798082,0
462209,1
592625,0
407234,0
143725,0
320551,0
185951,0
119558,0
651233,0
462212,1
410990,0
173876,1
582696,1
172164,0
514661,1
450627,1
184222,0
88638,0
254602,0
533132,0
200919,0
429121,0
612555,1
120011,1
62500,1
483572,1
886541,1
318635,1
49835,0
259557,1
401950,1
39842,1
139534,0
422927,0
6160,1
205966,1
959778,0
994768,0
778630,1
109598,0
40109,0
230647,0
7920,1
362146,0
94564,0
273220,1
357662,0
397801,1
347622,1
116799,0
468,0
74309,1
360118,1
265888,0
7722,0
635745,0
216928,0
95993,0
549625,1
10734,0
907854,0
222646,0
102879,0
215547,0
859621,1
117992,1
224717,0
273495,0
111101,1
160998,0
782993,0
125855,1
3725,1
53184,1
268203,0
688068,0
565192,0
352402,0
50877,0
92064,1
641432,0
312942,0
250164,1
186778,0
845916,1
741208,1
175513,1
556761,0
3888,0
364224,0
992368,1
684150,1
941,1
492041,0
241547,0
705132,0
170139,1
246400,0
203558,0
106708,1
119919,0
515238,1
11600,1
436865,1
214308,0
685443,1
368289,0
899043,1
395752,1
355627,0
163729,1
182165,0
469063,0
163259,0
722548,1
102,1
272542,0
179463,1
566720,1
529615,0
761629,0
173328,1
204505,0
123938,1
791036,0
25594,0
62892,0
545988,0
194859,1
581066,0
96146,1
507171,0
942892,0
111102,0
636254,0
46878,0
34439,0
413302,0
180811,1
472060,1
415525,0
478391,1
199720,0
285047,1
792403,0
585546,1
4756,0
41398,0
242381,1
313543,1
264140,0
54188,1
338331,0
91299,0
304700,1
352712,0
942066,1
418018,0
198768,0
224794,0
332558,0
48717,1
86092,0
462438,0
43918,0
581869,0
175242,1
961102,0
19478,1
84920,1
698147,0
593870,0
106955,0
484037,0
242993,0
69851,0
869269,1
176116,0
531391,0
196649,0
386000,1
549434,1
974048,1
340330,0
581682,0
55797,0
892902,0
1053,0
269,1
601628,1
69990,1
316447,0
171903,0
62838,1
107940,0
259026,0
121013,1
72037,1
248712,1
376011,0
740578,1
528316,0
43954,1
5683,1
648773,0
134437,0
30787,0
291596,0
153295,0
399710,1
525460,1
105450,0
159278,1
490578,1
96955,0
5253,0
920650,0
277938,0
442885,0
269010,0
934466,1
481,0
169101,1
400877,1
413335,0
382874,0
409239,1
291314,1
548987,0
979,1
42770,1
267005,0
70987,1
163707,1
993750,1
81547,1
39926,1
386929,0
16865,1
52871,1
147586,1
454778,0
431423,0
51331,0
203493,1
549143,1
112505,0
295116,1
439949,0
471854,1
453523,0
660180,0
521625,0
208749,1
519042,0
409361,0
995942,1
97583,1
417096,1
980207,0
33352,0
93070,1
675534,0
209057,0
67731,1
882078,1
485222,1
293951,0
705369,1
60175,1
70484,0
724005,0
53713,0
439753,0
409906,1
314682,1
332578,1
837710,0
202722,0
362051,0
564679,1
338138,1
319811,1
91740,1
94927,0
61043,0
558417,1
661156,1
277556,0
412275,0
589318,0
494762,0
385207,0
899108,1
243649,0
493283,1
820166,1
739666,0
634184,1
32526,0
545182,0
398189,1
391363,1
673204,0
215063,0
209324,0
214822,1
28404,0
890242,0
462802,0
640061,0
643231,0
106763,1
325550,0
276552,1
51841,0
637950,0
727897,1
86788,0
351117,0
431390,1
19721,0
1296,0
440468,1
179345,1
147275,0
83617,1
94795,0
752094,0
608884,0
594740,1
822825,1
187187,0
19100,1
109523,0
517189,1
23037,1
296897,0
355951,1
22611,0
209356,1
557922,1
240441,0
600244,1
627528,0
638337,1
27969,0
354476,1
484851,1
215225,0
993600,0
14637,0
164949,0
27656,0
597551,1
53104,0
23471,0
211839,0
198409,0
516894,0
400303,1
432219,1
251227,0
295836,0
995683,0
426214,1
69796,0
818469,0
435042,0
31084,0
18457,0
723351,0
75759,0
745455,0
989621,0
640104,1
894223,0
216929,0
61410,0
963635,1
256194,0
81830,1
196198,0
82460,0
876129,0
988345,1
285933,0
374038,0
242823,1
477982,1
674398,0
532220,1
723063,0
463369,0
565684,0
465243,1
922622,1
9053,1
2243,0
598359,1
279711,0
904500,0
779848,0
187508,1
187756,0
254127,1
849602,0
47684,0
132540,0
805751,0
467363,0
635239,1
256807,1
182707,1
298344,0
312513,0
106507,0
420665,1
528835,1
97028,1
323356,1
658944,0
384191,0
207753,1
560811,1
367770,0
417130,1
411558,0
218659,1
493562,0
657364,0
424467,1
407261,1
155829,0
90232,0
67121,0
232093,0
350547,1
302222,1
109569,1
76642,1
930818,1
87248,0
575961,0
18122,1
389890,0
330185,0
233199,1
418580,1
749728,0
409395,0
535241,1
288968,1
2023,1
486268,1
927214,0
672184,0
731552,0
873507,1
574549,0
172803,1
524792,1
387058,0
994478,1
175855,1
996915,1
361205,0
108701,0
442016,0
714031,0
102295,1
25450,1
583559,1
704384,0
422795,0
474121,1
746784,1
170358,0
829757,1
850170,1
212944,1
327379,1
532527,0
471527,0
963628,0
504383,1
659746,0
688233,0
406995,0
565892,0
862948,1
812339,1
395929,1
155292,1
633733,1
415896,0
119180,0
401416,0
193092,1
63185,1
534803,0
27188,1
361324,1
875748,1
48231,1
811819,1
787540,0
38781,0
273145,0
630469,1
416623,1
22035,1
2591,1
696100,1
851642,0
377595,0
19506,0
750345,0
716388,0
201771,0
93232,0
321795,0
290830,0
163164,0
95620,0
390526,1
519740,0
386634,0
147045,1
172808,0
793494,0
999730,0
656716,0
934547,0
580195,0
32266,0
8956,0
187236,0
430543,0
325223,1
436267,0
19331,1
583055,1
931396,0
727720,1
8165,1
59389,1
208021,1
362465,0
154113,0
170018,0
432108,1
890403,1
663321,0
8465,0
748062,0
423357,1
521002,1
346821,0
182087,0
350840,1
65406,0
927343,1
550071,1
321773,0
559047,1
177166,0
299938,1
641876,1
601865,0
23026,1
70871,0
413870,0
539710,0
247150,0
372682,1
291922,0
567352,1
261640,0
321104,0
4585,1
100555,1
425228,0
849462,0
234009,1
65089,0
49947,1
607988,0
516198,0
933481,0
640528,0
121128,1
210528,0
494110,0
358227,0
271096,0
642133,1
468505,0
117648,0
570409,0
370283,0
395394,0
60103,1
122944,0
103770,1
282468,0
539855,0
332448,0
474386,0
277325,0
984167,0
822144,0
654927,0
926307,0
471117,1
507967,1
144068,0
27473,0
893253,1
427283,0
212023,1
796515,1
611430,1
40160,1
289273,0
66962,1
66281,0
448751,0
703446,1
503137,1
787506,0
729315,0
343595,1
297427,1
354192,0
652927,1
433942,0
663206,0
493156,1
67327,1
922170,1
900510,1
444815,0
182683,1
985117,0
392248,0
313346,1
868864,1
145867,0
130375,1
363158,0
705287,1
596125,0
318194,0
913597,0
251067,0
542321,0
346350,0
752656,1
230220,0
41144,0
106801,0
60388,0
801134,1
96127,1
39613,1
258365,0
756513,0
602195,1
181633,0
258242,1
121901,1
314823,0
153851,0
269599,0
513328,0
225290,0
476589,0
59740,0
601754,0
483317,1
804086,0
207092,0
220167,0
117161,0
386043,0
298995,1
560536,0
902050,0
464569,1
111488,0
601301,0
414913,1
259735,0
414945,0
755671,0
643134,1
892533,1
442302,0
305010,1
58789,1
375205,1
869199,1
190653,0
785010,0
52820,0
455132,0
192183,1
755938,0
271955,0
35504,0
510533,1
79185,0
284818,1
367951,1
670942,1
797733,1
145375,1
253466,1
1684,1
26451,0
383345,0
413696,0
262821,0
481696,0
711318,0
970096,0
316373,1
909568,1
239779,0
647075,0
690871,0
159108,0
949922,1
347776,1
98445,1
872078,0
50261,0
655684,0
490187,0
535369,0
367189,1
46792,0
128793,0
575180,1
276945,1
353997,1
975478,1
148369,1
577862,0
197244,0
257905,1
54380,0
948149,0
156246,1
149567,0
49337,0
752008,0
157021,1
360639,0
167767,0
491964,1
65832,0
613595,1
286819,0
540603,1
832997,0
187605,0
535362,1
998793,0
549995,1
327505,1
191762,0
48701,1
475622,0
74490,1
657894,1
1637,1
928653,0
226864,1
293286,0
621556,1
182400,1
244067,0
965537,1
783276,0
155620,0
852488,1
7270,1
52618,1
729727,1
777339,1
681713,1
74038,1
784148,0
98702,0
219660,1
383185,1
779920,0
15594,0
396828,0
615625,0
808710,0
392058,0
427527,0
6950,0
43009,0
296572,0
711878,1
826165,1
232177,1
526674,1
593719,0
396158,0
563498,0
582934,0
754577,0
517246,0
467295,0
349662,1
204224,1
120355,1
487566,1
269342,1
6399,0
174400,1
973,1
604919,0
306892,0
183792,0
684868,0
34174,1
724639,1
418687,1
45440,0
672219,0
365611,0
253862,1
105887,0
237957,0
413071,0
722459,1
183385,1
887532,0
615217,1
108205,1
115550,0
425515,0
712455,0
339353,1
712019,0
554069,0
379495,1
382596,0
274729,1
74355,0
2529,1
282426,1
446484,0
238716,0
949145,0
369911,0
537057,0
54777,0
443868,0
830073,1
605908,0
406203,1
219099,1
250188,1
96392,1
421333,0
12972,0
378217,0
496460,0
48259,1
801235,1
77764,0
710827,1
126531,1
513167,0
453091,0
116591,0
350977,0
951399,0
18812,1
318636,0
35273,0
211987,0
977021,0
207723,0
203427,0
87331,0
198902,0
905455,0
341644,0
63522,0
773948,1
600652,0
16744,0
91045,0
240310,0
313283,0
13576,0
68353,1
596,1
738176,1
260222,0
457691,1
524419,0
944481,1
639040,0
660193,0
625608,1
228575,0
501766,1
208965,0
53896,0
262346,1
232022,1
155781,0
40728,0
279205,0
334148,0
481002,1
988493,1
485227,0
399810,0
548603,0
495636,1
733108,0
621865,0
531223,0
504232,1
101184,1
47902,0
239065,0
626148,0
655637,0
237944,0
488441,1
174267,0
213241,0
312803,0
3733,1
639348,0
289865,1
389548,1
907690,0
87343,1
416763,0
983819,1
647618,0
83133,0
891679,0
257324,0
94957,1
101,0
278741,1
551497,0
337040,1
366491,1
568079,0
509413,0
132529,0
274121,0
79926,1
403383,0
999122,0
153701,0
229457,0
696972,0
509258,1
159238,0
340567,1
534889,1
116880,1
712305,0
120256,1
114782,0
304929,1
137606,1
92594,0
565270,0
661318,0
432946,0
496211,1
397815,1
802518,1
30820,0
241274,1
97295,0
516548,1
802452,0
121944,0
641990,1
403438,0
350553,0
890408,0
477949,0
667251,0
321734,0
355424,0
996738,0
636600,1
115200,0
403246,1
784985,0
402816,0
86909,1
367583,1
541677,0
595076,1
119979,1
351585,1
540297,0
28335,1
408924,0
919825,0
275746,1
64969,0
575784,0
875722,0
29506,0
101,0
661634,0
401382,0
102055,0
676264,0
984535,1
121964,0
999248,1
185003,1
80920,0
226073,1
330969,0
310498,0
639811,0
999976,1
382112,1
418114,0
1542,1
535502,0
284284,1
233879,1
902221,1
3498,0
561346,0
814187,1
223406,1
72750,1
217316,1
30593,0
222613,1
150595,0
93456,0
141519,1
14500,0
135929,1
552927,0
382467,0
767514,0
638795,1
359022,0
1080,0
52619,1
71722,0
964939,1
45713,1
794084,0
1581,0
145925,0
58721,1
164894,0
580427,0
441682,1
605300,0
635099,1
72776,0
49668,1
253054,1
494991,1
37045,0
652215,0
40022,0
142490,0
239022,0
486880,1
634251,1
616915,1
353212,1
208156,0
85962,1
230130,1
674368,0
104254,0
715665,0
200078,0
327992,1
981076,1
301274,0
295908,0
913067,1
699302,0
999968,1
168578,1
361896,1
13351,1
261439,0
890182,1
676606,1
60782,1
241013,0
188010,0
492601,0
378451,1
545476,1
499678,1
242255,0
392361,1
694238,0
467384,0
115932,1
920210,1
264947,0
681446,0
561503,0
372041,0
634074,1
172878,1
747820,0
253069,0
153852,0
245940,1
415135,0
349796,0
252365,1
58250,0
271000,0
307903,0
44558,0
356523,1
576409,1
630,0
416429,0
348372,0
624831,1
258195,1
669833,0
87273,1
205768,0
393919,1
431088,1
338352,1
172748,1
292163,1
272458,0
249183,1
240294,0
268330,0
257556,1
657954,0
24036,0
152603,0
308497,0
31886,0
94800,0
240536,0
421837,1
272763,1
326307,1
42522,0
31345,1
350739,1
606329,1
459656,1
360238,0
237559,0
221507,0
48368,0
173873,0
556420,0
512797,1
304522,0
338787,0
488230,0
19430,0
489505,1
534932,1
9199,0
719511,1
76183,0
297109,0
150753,0
244342,1
202931,0
876391,1
949034,0
41663,1
377208,0
951414,1
565330,0
421334,1
242390,0
594282,0
660342,0
264700,1
112811,0
150179,0
37137,0
86481,0
296251,1
1354,1
2220,1
6315,1
458033,0
578037,0
593486,1
541080,0
121231,1
176604,1
237431,0
282696,0
212773,0
582730,0
492655,0
3485,0
190802,0
98520,0
2853,1
994469,0
40876,0
94051,0
76896,0
353,0
464515,0
310254,0
166933,1
36596,0
856188,0
293321,0
561344,1
847670,0
127311,1
550124,0
441439,1
119,0
134724,1
381290,1
292045,0
447566,0
900082,0
200993,0
864145,0
86025,0
47274,0
103491,0
325730,0
274277,0
318557,1
269625,1
982844,1
79457,0
164392,1
275322,0
966336,0
989605,1
128086,1
628403,0
55932,1
676502,0
312994,0
976664,0
188730,0
653684,1
97775,0
886919,0
95716,1
559512,1
775573,0
548104,0
876771,1
272538,0
104282,0
304882,1
51796,1
43639,0
730285,0
516346,0
789152,1
369948,0
139284,0
53208,1
451561,1
53053,0
282049,0
7043,1
147547,0
369508,1
381632,0
18909,0
143688,0
986429,1
989916,1
696573,1
168102,1
437667,1
254241,1
531509,0
158693,0
390479,1
137010,1
530520,1
135820,0
482966,0
304998,1
305238,0
453644,0
462462,1
297910,1
391670,0
892231,0
316297,0
1077,1
59117,1
468690,0
121917,1
642891,0
154116,0
613254,1
422682,0
860301,1
269688,1
105776,1
422668,1
952158,0
256972,1
283118,1
167404,0
42601,0
22785,0
530050,0
576317,1
20242,1
162212,0
542029,0
823497,0
424101,0
253686,0
352391,1
26032,0
154978,1
443787,1
51962,1
51355,0
872906,0
231723,0
109496,0
692018,0
483043,0
474330,1
395701,0
56923,1
325709,0
827619,0
937504,0
656790,0
212349,1
446097,1
50804,0
999946,0
356684,0
490147,1
879260,0
311687,0
198247,0
311837,0
82868,0
454391,1
252806,1
905698,1
993726,0
438280,0
438660,1
213988,0
287814,1
403715,1
921777,1
2178,1
763449,1
424447,0
811216,1
49053,1
997908,0
100295,1
948047,0
84754,1
204653,0
757356,0
166484,0
393882,0
432832,0
341,1
358424,0
668527,1
60355,1
676688,0
62918,0
289525,1
575870,0
52809,1
967520,0
300154,1
86846,0
380493,0
121745,1
320480,1
115155,0
192040,0
943422,1
163868,0
54903,1
82108,0
202762,1
456306,0
423154,1
1107,0
609074,0
3472,0
4755,1
273347,0
567353,0
294835,0
258657,1
211242,0
189209,1
15360,1
73112,1
888725,0
478760,0
131443,0
906851,0
740922,0
84801,1
253755,0
133440,1
148891,1
526105,1
136541,1
410235,1
275167,0
8838,1
600130,1
371725,1
928415,1
148974,0
635785,1
15041,1
241514,0
312253,0
113373,1
829066,0
827098,1
654658,1
192325,1
417505,0
343706,0
744678,0
386237,0
257495,0
791118,1
418402,1
755799,0
220279,1
549920,0
956798,0
245975,0
520204,0
795412,1
520437,1
238173,0
329617,0
100434,0
400752,0
490302,0
50825,0
174701,0
695456,0
387094,1
569657,0
993533,0
240263,0
569319,1
53582,1
48587,0
913604,0
496655,0
561579,1
196452,0
473319,1
411829,1
348075,0
816336,0
351957,1
527255,0
576337,0
66190,1
249837,1
478209,0
317730,0
144347,0
234867,1
219309,0
338882,1
530885,0
766844,1
908805,0
588078,0
405746,1
772023,1
513793,0
102897,0
202872,1
247981,1
242270,0
168,0
835543,0
940127,1
112368,0
37459,0
665095,0
180935,0
289713,1
931546,0
447739,0
162446,0
907521,1
840284,1
6275,1
321642,1
40196,1
282922,0
146968,1
387760,0
119028,1
701865,1
236250,1
163111,0
745063,0
523549,1
811901,1
177772,1
89652,0
820182,0
483483,1
36597,1
682075,1
693497,0
433595,0
939752,0
984768,0
281257,1
571953,1
364612,0
568065,0
356643,0
33418,0
14727,0
522133,0
208480,0
57056,0
340072,1
27994,1
349201,0
45609,0
689604,1
637082,0
698173,1
911326,1
414878,0
892772,0
375842,1
931799,1
921692,1
502916,1
997486,1
710589,1
667256,0
60951,0
146468,0
118801,1
982978,0
11650,0
660373,1
725398,0
704403,0
337554,0
953498,1
596670,0
242165,0
578119,0
864522,0
661947,1
593135,0
943932,1
959454,0
955895,1
63521,0
116302,1
511616,1
434518,0
15731,1
640261,0
912188,0
82849,0
415755,1
551298,1
97292,1
950314,0
678664,0
229208,0
650241,1
149074,0
885100,1
419965,0
585131,0
355263,1
239826,0
206199,1
871668,0
110960,1
568436,0
134934,0
69927,1
378671,0
451952,0
245997,0
104627,0
286541,0
241302,0
471982,0
347729,1
394278,0
63856,0
623322,0
241855,0
487701,0
888777,0
556529,0
65743,1
455764,1
214361,0
887747,1
809982,0
304556,0
359012,0
505360,0
469437,0
87032,0
397796,0
435975,0
56974,1
592901,0
125535,1
749069,1
488044,1
491896,0
210649,1
494271,1
916068,1
946804,1
532324,1
435827,0
772158,0
176050,1
561537,1
120199,0
603744,1
100212,1
240380,0
577668,1
788760,1
903507,0
77538,1
383242,1
377462,0
397040,1
555013,1
188839,0
113292,1
94712,0
800466,0
121196,1
851632,1
188965,0
166507,0
465345,1
145073,1
503209,0
364852,1
936516,0
336975,0
6258,0
27953,0
112489,1
269720,1
149777,1
277196,1
536526,0
190155,0
598798,0
808916,0
281769,1
533083,0
127420,1
989960,0
411527,0
245413,1
792921,0
63258,1
445962,1
617333,0
314044,0
52215,1
345476,1
397035,0
29523,0
966174,0
147146,1
710973,1
212719,0
38427,1
352914,0
451962,0
169479,1
523557,0
506562,0
266812,1
26785,0
447392,0
539976,0
274790,0
327461,0
311367,0
927583,1
655753,0
562741,1
550663,0
783175,1
109364,1
7706,1
425422,0
134420,0
478001,0
883062,1
224795,0
260880,0
419854,0
214371,0
431774,1
858036,0
969079,1
540390,0
299986,1
272871,0
874487,0
142943,0
897346,0
113000,1
911408,0
399952,0
404973,0
758968,1
441210,1
473623,1
568901,0
376317,0
411959,0
464661,1
108517,0
454607,0
672047,1
324016,0
397780,1
491100,1
14862,1
53730,0
413795,1
284110,0
659059,0
244835,0
249727,0
221231,1
730174,0
685,0
520982,0
583736,0
431735,0
66713,0
179705,0
527655,0
624837,0
308838,0
154397,0
320132,0
43183,1
696608,1
99345,0
177027,1
315760,0
189182,1
182336,1
227966,0
578140,1
762828,0
388970,1
723397,1
474343,0
189182,0
109463,0
463028,1
390392,0
759032,1
195259,0
668387,1
76562,0
572530,0
302,0
318170,0
945854,1
408566,0
142075,0
826728,1
63520,0
526656,0
273711,1
473019,1
974901,0
62691,0
245610,0
491861,1
663955,0
2055,1
590896,0
622207,1
745759,1
436010,1
653124,1
404848,1
169667,1
643062,1
188136,0
436434,0
303594,0
265882,0
382168,0
353395,1
469276,0
797865,0
476637,0
200122,0
870172,1
64322,1
467948,1
716556,0
633577,1
276532,0
13868,1
502004,0
380709,0
787568,1
118634,0
61738,1
561764,1
652484,1
77822,0
720843,1
332634,1
229649,0
414804,0
50401,1
235061,0
12869,0
355588,0
158605,1
229218,1
869926,0
386190,0
985862,1
532742,1
878807,1
281156,0
107152,1
682047,0
56844,1
526138,1
984953,1
505155,1
568659,0
947966,0
886794,0
714194,0
172136,0
813761,1
749877,1
448233,1
791880,0
92364,0
1955,0
380144,0
306342,0
386957,1
412977,0
145553,0
912278,1
878208,1
696367,0
666663,1
616672,1
176700,0
933624,0
539939,0
299695,0
64566,0
26827,0
264636,0
116716,0
726862,0
465188,1
609107,1
33930,0
692731,0
249530,0
125404,0
4355,1
373076,0
476516,1
401503,1
320868,0
578683,0
785473,1
394720,1
157855,1
49285,1
39927,1
249436,0
248583,1
708438,0
93292,1
355268,0
164841,1
530699,0
267164,1
779836,1
281072,0
640906,0
160,0
12111,1
315978,1
203598,0
584464,0
608156,0
870527,0
801892,1
45760,0
420255,0
764136,1
689613,0
161211,0
31900,0
865847,1
180634,0
73131,1
343438,1
343376,1
669259,0
964735,0
297860,0
721744,0
32683,0
3780,0
237005,1
457928,1
643840,0
60551,0
201399,1
58943,1
434265,0
6984,0
61868,0
322511,0
646646,0
606307,0
975170,1
330123,0
921460,0
125583,0
376619,0
514475,1
633360,1
242686,1
617165,0
31699,1
971837,0
378832,0
91890,0
820364,0
895564,1
971279,0
712861,0
75678,1
596422,0
307456,0
920834,1
235085,1
521045,1
472447,0
973859,1
17457,0
234308,1
274501,0
32772,0
477896,1
694025,1
188967,0
688468,1
115576,0
124959,0
787660,1
331117,0
200484,0
128012,1
412536,0
501295,0
219817,0
493314,1
991493,0
967028,0
203542,0
155898,0
595366,1
565184,0
76490,1
442612,0
950070,1
57044,0
257406,0
1611,0
472951,0
826330,0
359945,0
127676,1
182953,0
505497,0
141738,1
593105,0
270199,0
413629,0
670376,0
665931,1
103555,0
151303,0
14518,0
277886,0
276792,1
240066,1
698683,1
248975,0
253130,0
262642,1
683738,0
436023,0
202479,0
508322,0
333832,1
400728,1
98383,1
685132,0
628917,0
86303,0
900291,1
87922,0
126705,0
62256,1
435512,0
250331,0
288919,0
281702,0
349643,0
994703,0
899477,0
962,1
728510,0
622391,1
69696,1
414762,1
4929,1
221630,1
93517,1
753916,1
760989,1
230992,0
4870,1
943015,0
97463,0
343501,0
480586,1
455661,1
218454,1
484477,0
663546,0
706355,1
57958,1
368661,0
752901,0
547370,0
391513,1
426954,0
588077,1
159412,1
367779,0
280171,1
28747,1
731437,1
86150,0
175683,0
958959,0
563597,0
324638,0
211204,0
142681,0
324240,0
550013,0
376999,0
613772,0
627475,1
160847,1
733770,0
167054,0
93278,1
289838,1
42879,1
117740,0
187550,1
767203,0
861470,1
592970,0
785828,1
512818,0
377208,1
333134,0
571409,0
267494,0
104,1
172,0
745146,0
704703,0
206994,0
575858,0
771946,0
685679,0
989500,0
295468,0
291,0
534767,0
366890,0
577445,1
215712,0
296737,0
592869,0
319295,0
764983,1
301849,1
799300,0
935040,0
112346,1
421081,0
524172,1
5081,0
765683,0
529743,1
402413,0
177994,1
972454,0
210202,0
82404,1
126535,1
492819,0
80649,1
90184,1
558656,0
742557,0
282736,0
607684,1
24281,1
109697,0
2628,1
972844,1
464594,0
688198,1
638397,0
427091,0
440708,0
527032,0
654026,0
515336,0
622437,0
265951,1
436491,1
729274,0
62320,0
460344,0
523574,0
629460,0
118603,1
458478,0
802077,0
886014,1
602054,0
33506,0
251215,0
339223,0
198671,0
6203,0
383851,0
263883,1
653631,0
997432,0
24968,0
899762,1
38722,0
94185,0
1712,0
40974,1
667463,0
162231,0
1721,0
258013,1
145409,1
255,0
80289,0
770598,1
978366,1
543661,1
732059,0
325309,1
28965,1
285181,0
54878,1
469213,0
953024,0
239147,1
534977,0
533,0
862969,0
373501,0
995629,1
560627,0
332370,0
372871,0
479473,1
839396,0
37011,1
508809,0
575861,1
425983,0
621136,1
86797,0
676045,1
56301,0
496162,0
261090,1
470562,1
797022,1
765305,0
22129,1
329098,1
228753,0
96405,0
217529,1
996609,0
529006,1
793434,0
245044,0
336225,1
113673,0
766813,0
445078,1
713941,0
779875,0
894470,0
217628,1
565524,0
252955,0
91612,0
111145,0
335291,0
